ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,outlier_col,outlier_threshold
2035-08-19,46,50017,647,Employed,Bachelor,23,16552,48,Divorced,1,Mortgage,908,0.4806223837562686,4,2,0.1481084849945559,1,Debt Consolidation,0,20,28,1775,1225,75678,4175,4168.083333333333,0.8724027596408798,4,71503,0.188052,0.2024089630893747,505.81022040746666,0.3391991251952256,0,58.0,BankruptcyHistory,0.9437515386076748
2035-10-02,36,51065,520,Employed,Associate,12,19471,24,Widowed,0,Mortgage,248,0.3482760434405269,1,0,0.3026474743615812,1,Home,0,23,25,1237,1023,55770,5925,4255.416666666667,0.9891387300511024,2,49845,0.2344709999999999,0.2131386224402441,1003.534243972799,0.2941038074546869,0,66.0,BankruptcyHistory,0.9437515386076748
2035-11-16,40,112359,587,Unemployed,Bachelor,17,16731,48,Married,2,Mortgage,311,0.5858974408367899,3,0,0.1102475697094667,1,Home,0,25,21,1303,137,100017,17807,9363.25,0.8736917840343571,3,82210,0.218231,0.2270751506693709,533.5756157706741,0.0902011177497849,1,50.400000000000006,BankruptcyHistory,0.9437515386076748
2036-02-18,44,153246,559,Employed,Master,21,7704,60,Single,0,Mortgage,366,0.0318267422064634,2,1,0.1419712159409055,1,Auto,0,33,15,6950,825,68792,17050,12770.5,0.9063021365844076,8,51742,0.2332039999999999,0.2440468610237599,223.44173493671877,0.0461565118778997,1,45.6,BankruptcyHistory,0.9437515386076748
2036-02-23,57,97783,646,Employed,Bachelor,36,8768,36,Married,3,Mortgage,193,0.094321405078204,3,0,0.2835799234441183,1,Auto,0,24,12,3393,6320,64525,44334,8148.583333333333,0.8026442315312433,3,20191,0.170768,0.1853250868434779,319.3313367346548,0.0628736696646232,1,47.2,BankruptcyHistory,0.9437515386076748
2036-03-10,31,35799,575,Employed,Doctorate,6,58516,108,Widowed,5,Rent,303,0.1711894225912107,2,0,0.5733616551206374,1,Education,0,22,18,1505,447,46014,28286,2983.25,0.8894709920840972,4,17728,0.3160159999999999,0.3265461838562342,1685.1011711922806,0.6664212423337905,0,70.0,BankruptcyHistory,0.9437515386076748
2036-03-13,46,30053,628,Unemployed,Associate,24,6899,60,Married,1,Mortgage,396,0.1327350911737185,2,0,0.2078922465428963,1,Other,0,22,2,394,1911,289639,2029,2504.4166666666665,0.9049416688112089,6,287610,0.197899,0.1888964684536896,178.54521187770752,0.2294127888241603,0,62.0,BankruptcyHistory,0.9437515386076748
2036-04-05,48,39710,511,Employed,High School,21,63737,12,Single,3,Rent,306,0.5693469465668201,1,2,0.3039530534377527,1,Home,0,25,22,508,580,46706,13443,3309.1666666666665,0.7404661876382845,3,33263,0.273237,0.268454527864164,6115.055884207979,1.940384553273628,0,68.0,BankruptcyHistory,0.9437515386076748
2036-04-11,49,55639,649,Employed,Bachelor,29,9856,48,Married,0,Rent,265,0.1194533344182973,0,2,0.1107241876770652,1,Other,0,14,20,2368,15664,33752,13111,4636.583333333333,0.756483484541248,10,20641,0.180356,0.1719330974250145,285.3819687639644,0.1187042115273022,0,58.0,BankruptcyHistory,0.9437515386076748
2036-04-14,32,23911,587,Employed,High School,10,28746,72,Single,1,Own,584,0.2045667063256928,4,0,0.2535818150508941,1,Home,0,24,19,3637,4257,47522,24529,1992.5833333333333,0.8629390983036671,3,22993,0.2502459999999999,0.2330932955368748,744.7842430243752,0.6668650795153905,0,66.0,BankruptcyHistory,0.9437515386076748
2036-05-17,57,117596,606,Employed,Doctorate,32,31021,60,Widowed,0,Mortgage,519,0.0507329498538933,4,1,0.5444149616215943,1,Home,0,21,20,583,4366,163068,58331,9799.666666666666,0.9008598380770544,2,104737,0.2330209999999999,0.277092562830115,960.4304675665452,0.1509674275553466,0,61.0,BankruptcyHistory,0.9437515386076748
2036-05-21,45,25100,487,Employed,Associate,19,48592,36,Married,3,Other,733,0.3638840555168024,1,1,0.1550264076715649,1,Home,0,32,16,1752,201,66229,5101,2091.6666666666665,0.8046975769470401,5,61128,0.290092,0.2320736,1886.2384851447923,1.252225570587152,0,62.0,BankruptcyHistory,0.9437515386076748
2036-06-02,37,89937,645,Self-Employed,Doctorate,14,16375,96,Single,3,Rent,693,0.1625492876788167,4,1,0.1751311262463619,1,Education,1,22,6,20251,4155,99857,25656,7494.75,0.8489034639511647,5,74201,0.228875,0.2207826309032642,364.6254375418486,0.1411155058596816,0,66.0,BankruptcyHistory,0.9437515386076748
2036-06-05,60,67711,623,Employed,Bachelor,37,82059,48,Married,3,Rent,627,0.399768337115514,0,0,0.0717380776450625,1,Home,0,29,14,1451,600,25809,36007,5642.583333333333,0.8646967290035245,8,5725,0.265559,0.2853269435684985,2884.9998442439364,0.6224099205583619,0,59.0,BankruptcyHistory,0.9437515386076748
2036-07-02,45,73831,446,Employed,High School,22,27724,60,Single,1,Other,262,0.5936662234469665,3,3,0.390732472978022,1,Other,0,21,4,1523,7335,24431,22582,6152.583333333333,0.9807240554345756,3,1849,0.309724,0.3305967466036571,949.7583864609702,0.1969511538179307,0,70.0,BankruptcyHistory,0.9437515386076748
2036-07-31,51,38816,617,Employed,Bachelor,29,46108,12,Single,1,Rent,592,0.3138325836310144,1,2,0.3134639328258365,1,Education,1,27,25,4157,1672,493311,97394,3234.6666666666665,0.6870197737043081,4,395917,0.202608,0.2192340947140827,4313.750248276155,1.5166169357819934,0,64.0,BankruptcyHistory,0.9437515386076748
2036-08-03,48,66315,519,Employed,Master,24,18655,36,Married,1,Rent,492,0.3474775764078492,1,2,0.2311635321128261,1,Auto,0,33,12,3444,1925,58780,15249,5526.25,0.7512534214336765,3,43531,0.244155,0.278669875642434,770.2977899557162,0.2284185098313895,0,64.0,BankruptcyHistory,0.9437515386076748
2036-08-18,29,26516,577,Employed,Bachelor,5,53300,84,Married,0,Rent,185,0.2803876586347565,3,0,0.2501375771150713,1,Home,0,26,12,981,553,5259,61097,2209.6666666666665,0.9036352834983892,7,7944,0.2898,0.3095496365320648,1558.3829320572304,0.7889800567463707,0,66.0,BankruptcyHistory,0.9437515386076748
2036-08-20,29,151280,560,Employed,High School,4,50751,24,Married,1,Other,487,0.0899545619588385,3,0,0.3280606284335294,1,Home,0,21,10,3473,510,46353,27621,12606.666666666666,0.8162598817365663,1,18732,0.2457509999999999,0.282888094722574,2793.1205828552547,0.2601893640551497,0,63.0,BankruptcyHistory,0.9437515386076748
2036-09-05,29,104683,584,Unemployed,High School,8,24857,60,Divorced,0,Mortgage,190,0.5340680356981982,3,1,0.1569583240079071,1,Auto,0,19,18,19641,252,141284,20773,8723.583333333334,0.7714664883749391,7,120511,0.2378569999999999,0.2427366081234969,719.0391440365657,0.1042047871042938,0,61.0,BankruptcyHistory,0.9437515386076748
2036-10-14,62,57059,703,Employed,Doctorate,38,17915,84,Married,0,Own,423,0.0472463562645943,0,1,0.4185646431773204,1,Education,0,26,23,1645,475,265333,167788,4754.916666666667,0.7356818404912834,7,97545,0.191415,0.2207019843450658,420.4527021463503,0.1773853804966123,0,56.0,BankruptcyHistory,0.9437515386076748
2036-10-17,39,46666,510,Employed,Master,16,17497,60,Married,0,Mortgage,599,0.1986883453953919,4,3,0.1254277994055136,1,Debt Consolidation,1,29,2,314,816,97670,11806,3888.8333333333335,0.8265478641820151,3,85864,0.267497,0.2139976,477.2957605559446,0.2767657207961114,0,70.0,BankruptcyHistory,0.9437515386076748
2036-11-13,80,95945,667,Employed,Bachelor,55,29151,60,Married,2,Mortgage,189,0.6454566720227031,3,1,0.4830598222672931,1,Home,0,24,22,1253,809,84063,137995,7995.416666666667,0.9000371411890244,1,8580,0.200651,0.1891242829819062,754.7890493485748,0.1180412589731919,0,63.0,BankruptcyHistory,0.9437515386076748
2036-11-20,39,74400,580,Self-Employed,Bachelor,15,18286,120,Married,1,Rent,509,0.0691482745571142,4,0,0.58959428434765,1,Other,0,24,3,2049,438,143143,22006,3294.25,0.6998803223162441,3,121137,0.283286,0.2743612299666459,447.7947442909576,0.2904438777539523,0,71.0,BankruptcyHistory,0.9437515386076748
2036-11-29,35,47241,501,Employed,Associate,12,17179,24,Married,5,Rent,449,0.2762193140307614,4,0,0.5934503496525947,1,Other,1,17,23,29549,358,29907,14264,3936.75,0.9150883204289512,6,15643,0.2416789999999999,0.2525404766802624,919.0605210947748,0.3475101342718675,0,77.0,BankruptcyHistory,0.9437515386076748
2037-01-22,42,41411,487,Self-Employed,Master,21,28627,60,Married,4,Mortgage,193,0.2887102521862072,1,0,0.4901973830289276,1,Other,0,30,18,7776,1865,145028,10545,3450.9166666666665,0.8231403261915762,7,134483,0.2901269999999999,0.343005761314073,1003.1980478301064,0.3466319715525169,0,68.0,BankruptcyHistory,0.9437515386076748
2037-01-25,42,27475,494,Employed,Master,20,28400,72,Married,2,Rent,313,0.4478279380926195,1,0,0.4691155670377117,1,Debt Consolidation,0,27,3,2206,1955,13246,59572,2289.583333333333,0.699559207605177,6,3280,0.2964,0.2860343383129627,828.986167068928,0.4987746680555827,0,74.0,BankruptcyHistory,0.9437515386076748
2037-03-01,44,16748,646,Employed,Bachelor,23,43338,96,Divorced,1,Other,250,0.2261573237559873,2,1,0.2956346687296027,1,Home,0,24,9,14152,880,161736,29974,1395.6666666666667,0.5576704108356041,6,131762,0.255338,0.2597345005780144,1075.726485239561,0.9498876177976314,0,60.0,BankruptcyHistory,0.9437515386076748
2037-03-05,37,54451,559,Employed,Bachelor,15,33627,36,Single,4,Other,695,0.3044656475634892,6,1,0.0784634867275484,1,Debt Consolidation,0,34,25,9722,3585,13307,5317,4537.583333333333,0.7088613365632718,8,7990,0.2391269999999999,0.2679952741600956,1369.2154453383905,0.4549151593921265,0,62.0,BankruptcyHistory,0.9437515386076748
2037-03-20,55,39634,628,Employed,Associate,33,10340,48,Married,3,Own,234,0.0440333277495026,5,1,0.4724236739571307,1,Home,0,20,25,11555,2452,18455,10939,3302.833333333333,0.9451846476624268,6,7516,0.19134,0.188146261743974,308.1566803500714,0.1641489671544849,0,65.0,BankruptcyHistory,0.9437515386076748
2037-03-22,64,34543,609,Employed,High School,42,13708,96,Married,4,Rent,188,0.4364105617001033,6,0,0.2966040382727823,1,Home,0,27,25,9700,1003,63195,20653,2878.583333333333,0.8763636665126211,4,42542,0.2442079999999999,0.2503570916364403,331.6836357015304,0.1805345114326597,0,63.0,BankruptcyHistory,0.9437515386076748
2037-05-19,46,26939,516,Unemployed,High School,21,25498,120,Divorced,0,Mortgage,526,0.2661245579676024,3,1,0.6200738371966795,1,Auto,0,26,8,2530,1382,62357,6406,2244.9166666666665,0.6905717736152673,4,55951,0.322498,0.3631181625841184,793.7511924050888,0.5878842684903324,0,74.0,BankruptcyHistory,0.9437515386076748
2037-05-30,50,84165,586,Employed,Master,30,12893,36,Married,0,Mortgage,495,0.3487691595958801,3,0,0.1895071105139321,1,Home,0,20,22,4959,909,64644,35556,7013.75,0.8944800643325979,7,29088,0.204893,0.2019093495078548,480.4053157633296,0.1390704424542262,1,48.8,BankruptcyHistory,0.9437515386076748
2037-06-08,29,124067,597,Employed,Doctorate,11,29694,60,Married,3,Rent,477,0.2703173954260034,4,3,0.4570765506313815,1,Home,0,26,3,9138,2101,38256,40689,10338.916666666666,0.7488616639013473,7,1208,0.236194,0.1889552,768.5726552252336,0.1204741942877864,1,55.2,BankruptcyHistory,0.9437515386076748
2037-06-19,44,94303,625,Employed,Associate,23,20057,60,Single,0,Rent,330,0.3197596609459069,1,0,0.5629822749470287,1,Auto,0,31,13,22405,2682,90451,23416,7858.583333333333,0.8572299531093783,4,67035,0.212557,0.181763646906038,511.2422388806616,0.1070475686517707,1,51.2,BankruptcyHistory,0.9437515386076748
2037-07-05,18,38222,573,Employed,High School,0,31148,48,Married,5,Rent,400,0.1436443407056959,1,1,0.1948405290546485,1,Home,0,19,3,13857,1440,52930,66693,3185.1666666666665,0.8493790841199899,5,10210,0.239648,0.2439946754241321,1022.3729262193614,0.4465615382406033,0,65.0,BankruptcyHistory,0.9437515386076748
2037-07-17,32,99293,570,Employed,Associate,11,20757,36,Married,2,Mortgage,413,0.4709905657205105,2,1,0.3204080495089048,1,Auto,0,26,13,184,20669,52065,23818,8274.416666666666,0.765626213916167,4,28247,0.220757,0.2151017336497872,787.4690432145667,0.1450820150320244,0,66.0,BankruptcyHistory,0.9437515386076748
2037-08-09,43,147359,576,Employed,High School,21,26499,72,Single,0,Mortgage,384,0.5942378705084912,2,1,0.3744185484749419,1,Debt Consolidation,0,16,9,12396,2381,82858,10236,12279.916666666666,0.8403742342435079,6,72622,0.253499,0.2071979270915327,645.8304816696547,0.0838629861768596,1,51.2,BankruptcyHistory,0.9437515386076748
2037-09-30,24,16574,542,Employed,Bachelor,0,19955,72,Widowed,2,Mortgage,350,0.2047088894748349,1,1,0.3579652423256639,1,Home,0,12,10,2579,4094,71592,134336,1381.1666666666667,0.8377077326899287,2,1271,0.263955,0.2747021842771997,568.1690671998284,0.6647778934715785,0,68.0,BankruptcyHistory,0.9437515386076748
2037-10-01,35,18449,608,Employed,Associate,13,28603,48,Single,3,Rent,193,0.1706565672601858,3,1,0.0501002252761089,1,Education,1,18,24,3305,3951,50844,38891,1537.4166666666667,0.9230692627809968,5,11953,0.219603,0.1923640794060465,858.8053858142082,0.6841381446024445,0,66.0,BankruptcyHistory,0.9437515386076748
2037-11-26,29,40979,606,Employed,High School,9,13243,36,Married,1,Rent,260,0.262429296594989,0,1,0.5999614687902023,1,Home,0,26,22,9271,612,46590,10689,3414.9166666666665,0.7243960194541885,1,35901,0.195243,0.214590098633411,502.05737560954014,0.2231554822546788,0,68.0,BankruptcyHistory,0.9437515386076748
2037-12-06,49,68612,596,Employed,High School,24,16491,36,Widowed,3,Other,580,0.339700346696742,4,2,0.2954524478875682,1,Home,0,23,10,6191,2341,55718,66836,5717.666666666667,0.9088093802547972,4,2942,0.203491,0.2312016109989352,639.3952818070771,0.2132679907550417,0,64.0,BankruptcyHistory,0.9437515386076748
2038-01-16,47,62488,557,Employed,Associate,27,17628,72,Married,0,Mortgage,585,0.1105754803625373,2,2,0.105601104312556,1,Education,0,20,6,17075,1205,230433,6458,5207.333333333333,0.8715935657393531,5,223975,0.254128,0.2354376327172976,459.2193099247692,0.2005286089984834,0,59.0,BankruptcyHistory,0.9437515386076748
2038-02-03,40,41215,602,Employed,Associate,13,43219,72,Married,0,Mortgage,200,0.5412289519027338,1,1,0.5320060141609757,1,Home,0,13,25,19219,201,19420,21545,3434.583333333333,0.6048099385636138,3,8968,0.257219,0.2984345523185971,1295.849006255428,0.4355256114294585,0,69.0,BankruptcyHistory,0.9437515386076748
2038-02-10,27,35860,398,Employed,High School,1,19124,36,Widowed,1,Rent,498,0.1641389995197849,3,2,0.3326149762120153,1,Other,0,27,19,9439,763,49960,9683,2988.333333333333,0.8326187349060777,5,40277,0.3051239999999999,0.2440991999999999,754.4113159234374,0.4191002730362869,0,66.0,BankruptcyHistory,0.9437515386076748
2038-02-24,63,295818,642,Employed,Bachelor,41,52486,60,Married,5,Own,239,0.1709079922469762,3,0,0.5816181457039165,1,Debt Consolidation,0,27,14,1429,702,37918,43239,24651.5,0.8674614246876049,4,1682,0.236486,0.2795105686751738,1632.645297255605,0.0759241951709066,1,51.2,BankruptcyHistory,0.9437515386076748
2038-03-04,34,51113,571,Employed,Bachelor,12,31159,96,Single,1,Mortgage,963,0.2247467234651887,4,3,0.0602843990659074,1,Auto,0,27,29,709,2108,34530,15449,4259.416666666667,0.7647478213378835,3,19081,0.280659,0.2733581593082112,802.082299109087,0.4143953121379892,0,62.0,BankruptcyHistory,0.9437515386076748
2038-03-28,40,37888,634,Employed,Master,17,10006,60,Married,0,Mortgage,434,0.5634623638635357,3,0,0.2700252993745535,1,Debt Consolidation,0,27,11,1550,865,87349,32744,3157.333333333333,0.84323133683186,2,54605,0.198006,0.1953640923152996,262.5233792002775,0.2206049554054933,0,61.0,BankruptcyHistory,0.9437515386076748
2038-03-29,24,18342,577,Employed,High School,1,29792,24,Married,0,Own,727,0.045772826440637,6,4,0.1885200186875149,1,Auto,0,29,17,6344,819,94714,42783,1528.5,0.927319119791354,4,51931,0.216292,0.1896161224839677,1501.2179392763264,1.4577807911523235,0,61.0,BankruptcyHistory,0.9437515386076748
2038-04-28,26,56770,570,Employed,High School,2,27431,48,Single,4,Other,94,0.1357144576981054,3,2,0.3874648970545047,1,Auto,0,23,9,2396,280,200687,29386,4730.833333333333,0.9685592844269914,2,171301,0.237431,0.2359475022488965,888.1665228464052,0.2076096225851129,0,62.0,BankruptcyHistory,0.9437515386076748
2038-05-27,45,18755,602,Employed,Master,27,30161,24,Divorced,0,Rent,703,0.578455239065909,6,3,0.0913598673468347,1,Auto,0,21,1,1733,1063,111963,16974,1562.9166666666667,0.9455027208486804,6,94989,0.2041609999999999,0.2040831558333197,1541.0911974930273,1.4358354769350214,0,64.0,BankruptcyHistory,0.9437515386076748
2038-05-30,27,179627,633,Employed,Master,9,35370,48,Married,2,Rent,438,0.3086893954770925,4,0,0.3723933424921498,1,Auto,0,20,15,1691,1445,23959,15966,14968.916666666666,0.6355941463517928,2,7993,0.21387,0.1811185814099443,1041.062282025786,0.0988089061461218,1,48.8,BankruptcyHistory,0.9437515386076748
2038-06-01,29,45008,545,Employed,Associate,7,15399,36,Divorced,1,Own,1146,0.4548379230711227,3,1,0.4918593556335084,1,Home,0,22,12,1411,2141,20389,14375,3750.6666666666665,0.4395176704062042,4,6014,0.227899,0.2113569591630134,581.2317856567918,0.4605132738153551,0,70.0,BankruptcyHistory,0.9437515386076748
2038-06-09,65,86208,564,Employed,Master,40,22411,36,Divorced,2,Own,308,0.2340134927063707,2,0,0.3747664639756159,1,Auto,0,20,2,221,435,75748,13451,7184.0,0.5312435521515961,6,62297,0.225411,0.2363025204518666,874.9025175510491,0.1646579228216939,0,67.0,BankruptcyHistory,0.9437515386076748
2038-07-26,68,65506,638,Employed,Associate,44,13387,84,Single,1,Rent,628,0.1662085959620115,0,0,0.6539628892150535,1,Auto,0,25,26,2738,551,105160,23621,5458.833333333333,0.8973212741600477,5,81539,0.219387,0.2491205803872883,338.09451558454583,0.1769782033251084,0,64.0,BankruptcyHistory,0.9437515386076748
2038-08-27,56,69658,519,Employed,Associate,36,17694,72,Married,2,Rent,882,0.5891632485628111,2,1,0.6264347829941933,1,Other,0,23,8,1157,3107,55048,66337,5804.833333333333,0.9428310153305972,5,9203,0.273194,0.2554239711964186,482.53232127424167,0.2350683030705863,0,72.0,BankruptcyHistory,0.9437515386076748
2038-09-03,44,50064,566,Employed,Associate,24,33907,60,Divorced,0,Rent,468,0.3535589512055758,3,2,0.4024736670891824,1,Home,0,29,21,1699,2072,19511,39767,4172.0,0.8802778818820043,4,3263,0.255907,0.2898713114332882,1076.005957441298,0.3700877175075019,0,68.0,BankruptcyHistory,0.9437515386076748
2038-09-11,29,43682,577,Unemployed,High School,4,24186,84,Divorced,1,Rent,275,0.0360570745712258,4,0,0.173062841926186,1,Auto,0,21,28,9019,2243,58353,15597,3640.1666666666665,0.8069434083636836,8,42756,0.260686,0.2959064498749582,684.9045959811131,0.2636979797576429,0,65.0,BankruptcyHistory,0.9437515386076748
2038-09-12,37,18330,491,Employed,High School,14,49538,120,Single,3,Rent,1443,0.2774616315592223,0,0,0.2433378444606531,1,Home,1,18,23,1785,1246,170052,26361,1527.5,0.8727202511061076,8,143691,0.3590379999999999,0.374342537290707,1585.0807926168725,1.982376950976676,0,68.0,BankruptcyHistory,0.9437515386076748
2038-09-26,57,71337,594,Self-Employed,Associate,34,10895,36,Single,3,Mortgage,196,0.0181722525889395,2,2,0.0615421249078815,1,Home,0,20,1,1003,1437,84763,15532,5944.75,0.7310493366872349,7,69231,0.198895,0.2037032022235768,406.9559243208028,0.1014266242181425,0,66.0,BankruptcyHistory,0.9437515386076748
2038-11-06,58,113546,638,Employed,Doctorate,34,24489,24,Married,1,Own,339,0.1989126502968027,3,1,0.1046252107759313,1,Home,1,27,28,10960,1124,47720,3639,9462.166666666666,0.8190877870557296,8,44081,0.180489,0.1637350272927417,1203.4325896811024,0.1630105074258294,1,50.400000000000006,BankruptcyHistory,0.9437515386076748
2038-11-08,41,97720,597,Employed,High School,19,17889,36,Married,1,Mortgage,369,0.3232004712638645,1,1,0.4297416391444989,1,Home,0,15,5,4204,492,115837,46914,8143.333333333333,0.8869256416150176,6,68923,0.204389,0.1863407295401393,652.4345902483474,0.1254320004398298,0,67.0,BankruptcyHistory,0.9437515386076748
2038-11-29,35,105953,540,Employed,High School,17,14498,48,Married,5,Rent,435,0.2437543067385851,7,2,0.1835555563997425,1,Education,1,37,20,651,494,46932,8350,8829.416666666666,0.8055784259206605,5,38582,0.239498,0.2171365638913663,454.5243176927108,0.1007455363445351,0,67.0,BankruptcyHistory,0.9437515386076748
2038-12-09,64,44150,608,Employed,Associate,43,25013,96,Married,0,Mortgage,336,0.0957800721168987,4,0,0.461293135933069,1,Education,0,34,23,4089,1494,118630,10820,3679.1666666666665,0.8828497899855888,5,107810,0.256013,0.2664531347217501,632.1728043839389,0.2631500261066198,0,61.0,BankruptcyHistory,0.9437515386076748
